ナンバリング,Places
280510,"京阪駅, 金閣寺周辺, 祇園方面, 京阪駅"
130059,"京都市内の宿泊施設, 嵐山方面, 河原町・新京極方面, 京都市内の宿泊施設"
340222,"阪急駅, 哲学の道周辺, 銀閣寺周辺, 河原町・新京極方面, 阪急駅"
10852,"ＪＲ京都駅（在来線）, 松尾大社周辺, 祇園方面, 清水寺周辺, ＪＲ京都駅（在来線）"
10362,"阪急駅, 祇園方面, 清水寺周辺, 祇園方面, 京都駅周辺, 阪急駅"
50120,"京都市内の宿泊施設, 金閣寺周辺, 銀閣寺周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
170300,"不明, 京都駅周辺, 祇園方面, 哲学の道周辺, 銀閣寺周辺, 河原町・新京極方面, 京都駅周辺, 不明"
170367,"ＪＲ京都駅（新幹線）, 京都駅周辺, 銀閣寺周辺, 平安神宮周辺, 河原町・新京極方面, 銀閣寺周辺, 阪急駅"
320152,"京都市内の自宅・知人宅, 嵐山方面, 京都駅周辺, 京都市内の自宅・知人宅"
120144,"ＪＲ京都駅（新幹線）, 衣笠・御室方面, 二条城周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
50311,"不明, 銀閣寺周辺, 哲学の道周辺, 不明"
100441,"京都市内の宿泊施設, 東福寺周辺, 哲学の道周辺, 京都市内の宿泊施設"
40554,"不明, 北野天満宮周辺, 金閣寺周辺, 衣笠・御室方面, ＪＲ京都駅（新幹線）"
200190,"その他京都市境の道路, 上賀茂神社周辺, 名神京都南インター"
300509,"ＪＲ京都駅（新幹線）, 不明"
10241,"名神京都南インター, 清水寺周辺, 河原町・新京極方面, 北野天満宮周辺, 二条城周辺, 名神京都南インター"
210336,"京阪駅, 下鴨神社周辺, 御所周辺, 京阪駅"
210481,"京阪駅, 下鴨神社周辺, 銀閣寺周辺, 哲学の道周辺, 京阪駅"
340229,"阪急駅, 御所周辺, 阪急駅"
150123,"京都市内の自宅・知人宅, 鞍馬方面, 平安神宮周辺, 哲学の道周辺, 平安神宮周辺, 京都駅周辺"
230241,"京都市内の宿泊施設, 嵐山方面, 高雄方面, 京都市内の宿泊施設"
170408,"阪急駅, 京都駅周辺, 東寺周辺, 名神京都南インター"
10530,"京都市内の宿泊施設, 東福寺周辺, 清水寺周辺, 河原町・新京極方面, ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
210471,"ＪＲ京都駅（在来線）, 嵐山方面, 衣笠・御室方面, 下鴨神社周辺, 不明"
340308,"阪急駅, 京都駅周辺, 北山通周辺, 阪急駅"
20234,"国道１号大津方面, 哲学の道周辺, 清水寺周辺, 金閣寺周辺, 嵐山方面, 名神京都南インター"
290318,"阪急駅, 金閣寺周辺, 河原町・新京極方面, 阪急駅"
110407,"国道171号神戸方面, 大原・八瀬方面, 国道171号神戸方面"
110308,"名神京都南インター, 伏見稲荷大社周辺, 国道24号宇治奈良方面"
40580,"京都市内の自宅・知人宅, 金閣寺周辺, 京都市内の自宅・知人宅"
330178,"ＪＲ京都駅（在来線）, 伏見稲荷大社周辺, 鞍馬方面, 宝ヶ池方面, 修学院・詩仙堂周辺, 不明"
40464,"京都駅周辺, 金閣寺周辺, 不明"
160314,"京都市内の自宅・知人宅, 平安神宮周辺, 祇園方面, 京都駅周辺, 京都市内の自宅・知人宅"
270231,"京都市内の自宅・知人宅, 東福寺周辺, 名神京都南インター"
120018,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 北野天満宮周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
10735,"ＪＲ京都駅（新幹線）, 二条駅周辺, 金閣寺周辺, 銀閣寺周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
300629,"京都市内の宿泊施設, 東福寺周辺, 清水寺周辺, 平安神宮周辺, 下鴨神社周辺, 御所周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
240328,None
200372,"ＪＲ京都駅（新幹線）, 北山通周辺, 上賀茂神社周辺, 修学院・詩仙堂周辺, 宝ヶ池方面, 北山通周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
40497,"ＪＲ京都駅（新幹線）, 花園方面, 衣笠・御室方面, 金閣寺周辺, 祇園方面, 清水寺周辺, 祇園方面, ＪＲ京都駅（新幹線）"
210369,"名神京都東インター, 鞍馬方面, 宝ヶ池方面, 上賀茂神社周辺, 下鴨神社周辺, 京都市内の宿泊施設"
210303,"名神京都東インター, 鞍馬方面, 宝ヶ池方面, 上賀茂神社周辺, 下鴨神社周辺, 京都市内の宿泊施設"
230348,"ＪＲ京都駅（新幹線）, 高雄方面, 京都駅周辺, 京都市内の宿泊施設"
120210,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, 花園方面, 東福寺周辺, ＪＲ京都駅（新幹線）"
40613,"阪急駅, 東寺周辺, 東福寺周辺, 三十三間堂周辺, 清水寺周辺, 哲学の道周辺, 金閣寺周辺, 阪急駅"
120257,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, 花園方面, 東福寺周辺, ＪＲ京都駅（新幹線）"
130239,"名神京都南インター, 金閣寺周辺, 衣笠・御室方面, 河原町・新京極方面, 京都駅周辺, 平安神宮周辺, 京都駅周辺, 名神京都南インター"
190320,"ＪＲ京都駅（在来線）, 東寺周辺, 清水寺周辺, 河原町・新京極方面, 阪急駅"
170363,"ＪＲ京都駅（新幹線）, 京都駅周辺, 東寺周辺, 京都駅周辺, 清水寺周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
200148,"京都市内の自宅・知人宅, 上賀茂神社周辺, 下鴨神社周辺, 北山通周辺, 国道１号大阪方面"
10293,"ＪＲ京都駅（在来線）, 北野天満宮周辺, 河原町・新京極方面, 祇園方面, 清水寺周辺, ＪＲ京都駅（在来線）"
210436,"ＪＲ京都駅（新幹線）, 下鴨神社周辺, 北野天満宮周辺, 清水寺周辺, 京都市内の宿泊施設"
310565,"ＪＲ京都駅（新幹線）, 京都市内の自宅・知人宅, 京都市内の宿泊施設"
200330,"京都市内の宿泊施設, 下鴨神社周辺, 上賀茂神社周辺, 大徳寺周辺, 具体的な地名, 京都駅周辺, 京都市内の宿泊施設"
180405,"ＪＲ京都駅（在来線）, 東福寺周辺, 不明"
300076,None
200257,"ＪＲ京都駅（新幹線）, 嵐山方面, 金閣寺周辺, 上賀茂神社周辺, 京都市内の宿泊施設"
340072,"阪急駅, 御所周辺, 阪急駅"
40539,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, ＪＲ京都駅（在来線）"
80545,"国道１号大阪方面, 銀閣寺周辺, 哲学の道周辺, 国道１号大阪方面"
160186,"阪急駅, 具体的な地名, 修学院・詩仙堂周辺, 河原町・新京極方面, 阪急駅"
130303,"ＪＲ京都駅（在来線）, 京都駅周辺, 衣笠・御室方面, 高雄方面, 京都駅周辺, ＪＲ京都駅（在来線）"
120023,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, 北野天満宮周辺, 御所周辺, 修学院・詩仙堂周辺, 祇園方面, ＪＲ京都駅（新幹線）"
40569,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 嵐山方面, 不明"
30442,"京都市内の宿泊施設, 清水寺周辺, 祇園方面, 平安神宮周辺, 哲学の道周辺, 河原町・新京極方面, 不明"
340131,"阪急駅, 河原町・新京極方面, 平安神宮周辺, 清水寺周辺, 東福寺周辺, 阪急駅"
190484,"ＪＲ京都駅（新幹線）, 東寺周辺, 宝ヶ池方面, 京都市内の宿泊施設"
190496,"不明, 宝ヶ池方面, 上賀茂神社周辺, 修学院・詩仙堂周辺, 京都市内の宿泊施設"
90421,"阪急駅, 清水寺周辺, 東福寺周辺, 三十三間堂周辺, 阪急駅"
260343,"京都市内の宿泊施設, 光悦寺周辺, 金閣寺周辺, 衣笠・御室方面, 北野天満宮周辺, 河原町・新京極方面, 京都駅周辺, 伏見稲荷大社周辺, 京阪駅"
30295,"国道９号亀岡方面, 平安神宮周辺, 哲学の道周辺, 京都駅周辺, 名神京都南インター"
210433,"京阪駅, 下鴨神社周辺, 鞍馬方面, 下鴨神社周辺, 京阪駅"
170488,"国道１号大津方面, 大原・八瀬方面, 二条駅周辺, 京都駅周辺, 名神京都東インター"
40138,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 大徳寺周辺, 衣笠・御室方面, 京都駅周辺, 具体的な地名, 京都駅周辺, その他ＪＲ駅"
40493,"京都市内の宿泊施設, 大原・八瀬方面, 銀閣寺周辺, 哲学の道周辺, 二条城周辺, 京都市内の宿泊施設"
120414,"阪急駅, 太秦方面, 花園方面, 衣笠・御室方面, 具体的な地名, 嵐山方面, 阪急駅"
120048,"京都市内の自宅・知人宅, 祇園方面, 金閣寺周辺, 衣笠・御室方面, 二条城周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
230084,"京都市内の宿泊施設, 嵐山方面, 阪急駅"
240312,"京都市内の自宅・知人宅, 祇園方面, 清水寺周辺, 河原町・新京極方面, 不明"
120458,"京都市内の宿泊施設, 御所周辺, 金閣寺周辺, 衣笠・御室方面, 銀閣寺周辺, 哲学の道周辺, 京都駅周辺, 京都市内の宿泊施設"
110217,"京都市内の自宅・知人宅, 大原・八瀬方面, 京都市内の自宅・知人宅"
60205,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 平安神宮周辺, 二条駅周辺, 修学院・詩仙堂周辺, 哲学の道周辺, 銀閣寺周辺, 京都市内の宿泊施設"
310462,"その他ＪＲ駅, 京都駅周辺, 北山通周辺, 京都駅周辺, 不明"
100222,"京都市内の自宅・知人宅, 嵐山方面, 嵯峨野方面, 衣笠・御室方面, 金閣寺周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
70261,"不明, 平安神宮周辺, 御所周辺, 京都駅周辺, 祇園方面, その他ＪＲ駅"
170499,"ＪＲ京都駅（新幹線）, 清水寺周辺, 三十三間堂周辺, 東寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
20646,"ＪＲ京都駅（新幹線）, 嵐山方面, ＪＲ京都駅（新幹線）"
150178,"京都市内の自宅・知人宅, 鞍馬方面, 国道９号亀岡方面"
120350,"ＪＲ京都駅（在来線）, 金閣寺周辺, 衣笠・御室方面, 銀閣寺周辺, 哲学の道周辺, 清水寺周辺, 京阪駅"
50134,"京都市内の宿泊施設, 銀閣寺周辺, 哲学の道周辺, 祇園方面, 清水寺周辺, 東福寺周辺, 京都市内の宿泊施設"
280335,"京阪駅, 三十三間堂周辺, 祇園方面, 清水寺周辺, 祇園方面, 京阪駅"
130276,"ＪＲ京都駅（在来線）, 修学院・詩仙堂周辺, 哲学の道周辺, 銀閣寺周辺, 清水寺周辺, 二条城周辺, ＪＲ京都駅（新幹線）"
10074,"京都市内の宿泊施設, 平安神宮周辺, 宝ヶ池方面, 衣笠・御室方面, 太秦方面, 京都市内の宿泊施設"
150147,"国道９号亀岡方面, 鞍馬方面, 不明"
350076,"ＪＲ京都駅（新幹線）, 嵐山方面, 金閣寺周辺, 衣笠・御室方面, 清水寺周辺, 不明"
280523,"京都市内の宿泊施設, 不明, 河原町・新京極方面, 京都市内の宿泊施設"
200356,"京都市内の宿泊施設, 上賀茂神社周辺, 金閣寺周辺, 北野天満宮周辺, 二条駅周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
220008,None
210244,"ＪＲ京都駅（在来線）, 祇園方面, 平安神宮周辺, 下鴨神社周辺, 御所周辺, 東寺周辺, ＪＲ京都駅（在来線）"
100442,"京都市内の宿泊施設, 嵯峨野方面, 名神京都東インター"
210487,"名神京都東インター, 御所周辺, 祇園方面, 銀閣寺周辺, 下鴨神社周辺, 松尾大社周辺, 京都駅周辺"
310794,"京都市内の自宅・知人宅, 京都駅周辺, 近鉄駅"
30303,"ＪＲ京都駅（在来線）, 衣笠・御室方面, 哲学の道周辺, 平安神宮周辺, 哲学の道周辺, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
300127,"ＪＲ京都駅（新幹線）, 東福寺周辺, 醍醐寺周辺, 国道24号宇治奈良方面"
200186,"国道24号宇治奈良方面, 上賀茂神社周辺, 哲学の道周辺, 祇園方面, 具体的な地名, 国道24号宇治奈良方面"
100024,"京都市内の宿泊施設, 嵐山方面, 嵯峨野方面, 大原・八瀬方面, 国道１号大阪方面"
180451,"京都市内の自宅・知人宅, 醍醐寺周辺, 京都市内の自宅・知人宅"
20799,"ＪＲ京都駅（在来線）, 嵐山方面, 河原町・新京極方面, ＪＲ京都駅（在来線）"
170005,"京都市内の宿泊施設, 京都駅周辺, 具体的な地名, 具体的な地名, 具体的な地名, 京都駅周辺, 上賀茂神社周辺, 名神京都南インター"
230424,"京都市内の自宅・知人宅, 衣笠・御室方面, 高雄方面, 御所周辺, 花園方面, 京都市内の自宅・知人宅"
40466,"京都市内の宿泊施設, 金閣寺周辺, 哲学の道周辺, 二条駅周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
230414,"国道367号途中方面, 高雄方面, 具体的な地名, 名神京都東インター"
280018,"京都市内の宿泊施設, 祇園方面, 平安神宮周辺, 銀閣寺周辺, 下鴨神社周辺, 京阪駅"
120135,"京都市内の宿泊施設, 嵯峨野方面, 嵐山方面, 衣笠・御室方面, ＪＲ京都駅（新幹線）"
180025,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 具体的な地名, 具体的な地名, 京都市内の宿泊施設"
40591,"ＪＲ京都駅（在来線）, 金閣寺周辺, 衣笠・御室方面, 祇園方面, 清水寺周辺, ＪＲ京都駅（在来線）"
170438,"その他ＪＲ駅, 伏見稲荷大社周辺, 東福寺周辺, 三十三間堂周辺, 京都駅周辺, 東寺周辺, ＪＲ京都駅（在来線）"
350458,None
260247,"ＪＲ京都駅（新幹線）, 伏見稲荷大社周辺, 東福寺周辺, 哲学の道周辺, ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
200032,"桂離宮周辺, 上賀茂神社周辺, 祇園方面, 河原町・新京極方面, 不明"
10568,"京都市内の宿泊施設, 哲学の道周辺, 平安神宮周辺, 具体的な地名, 清水寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
160344,"名神京都東インター, 祇園方面, 三十三間堂周辺, 京都駅周辺, 清水寺周辺, 京都駅周辺, 不明"
160433,None
280472,"名神京都南インター, 三十三間堂周辺, 東福寺周辺, 松尾大社周辺, 嵐山方面, 高雄方面, 河原町・新京極方面, 名神京都南インター"
260027,"京都市内の自宅・知人宅, 嵐山方面, 伏見稲荷大社周辺, 京都市内の自宅・知人宅"
240331,"ＪＲ京都駅（在来線）, 祇園方面, 河原町・新京極方面, 京都市内の宿泊施設"
110320,"京都市内の宿泊施設, 大原・八瀬方面, 祇園方面, 不明"
110321,"京都市内の宿泊施設, 大原・八瀬方面, 祇園方面, 不明"
330302,"ＪＲ京都駅（新幹線）, 東福寺周辺, 修学院・詩仙堂周辺, 祇園方面, 清水寺周辺, 京都市内の宿泊施設"
20843,"不明, 東福寺周辺, 嵐山方面, 高雄方面, 清水寺周辺, 不明"
120306,"阪急駅, 衣笠・御室方面, 金閣寺周辺, 阪急駅"
220082,"京都市内の宿泊施設, 松尾大社周辺, 嵐山方面, ＪＲ京都駅（新幹線）"
100484,"京都市内の宿泊施設, 東福寺周辺, 嵐山方面, 嵯峨野方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
311037,None
60265,"京都市内の宿泊施設, 二条城周辺, 不明"
170493,"ＪＲ京都駅（在来線）, 嵐山方面, 二条駅周辺, 二条城周辺, 京都市内の宿泊施設"
40549,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 花園方面, 京都市内の宿泊施設"
90082,"ＪＲ京都駅（在来線）, 三十三間堂周辺, 清水寺周辺, 祇園方面, 清水寺周辺, ＪＲ京都駅（新幹線）"
350233,"京都市内の宿泊施設, 伏見稲荷大社周辺, 嵐山方面, ＪＲ京都駅（在来線）"
160156,None
140058,"名神京都南インター, 衣笠・御室方面, 金閣寺周辺, 太秦方面, 京都市内の宿泊施設"
190221,"ＪＲ京都駅（新幹線）, 東寺周辺, 京都駅周辺, 京都市内の宿泊施設"
120401,"阪急駅, 金閣寺周辺, 衣笠・御室方面, 祇園方面, 清水寺周辺, 河原町・新京極方面, 阪急駅"
150383,"名神京都南インター, 鞍馬方面, 名神京都南インター"
210236,"不明, 祇園方面, 高雄方面, 嵯峨野方面, 哲学の道周辺, 河原町・新京極方面, 不明"
40449,"京都市内の宿泊施設, 金閣寺周辺, 河原町・新京極方面, ＪＲ京都駅（在来線）"
260275,"名神京都南インター, 清水寺周辺, 京都駅周辺, 伏見稲荷大社周辺, 京都駅周辺, 不明"
40428,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, 嵯峨野方面, 嵐山方面, ＪＲ京都駅（新幹線）"
