ナンバリング,Places
20718,"名神京都東インター, 高雄方面, 嵐山方面, 具体的な地名, 不明"
100366,"名神京都南インター, 嵐山方面, 衣笠・御室方面, 祇園方面, 祇園方面"
40532,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 銀閣寺周辺, 祇園方面, 清水寺周辺, ＪＲ京都駅（新幹線）"
220175,"京都市内の宿泊施設, 松尾大社周辺, 嵐山方面, 具体的な地名, 名神京都南インター"
270244,"名神京都南インター, 東福寺周辺, 哲学の道周辺, 京都駅周辺, 不明"
330023,"京阪駅, 鞍馬方面, 北山通周辺, 具体的な地名, 京阪駅"
180246,"祇園方面, 醍醐寺周辺, 具体的な地名, 東福寺周辺, 京都駅周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
60090,"ＪＲ京都駅（在来線）, 二条城周辺, 金閣寺周辺, 御所周辺, 平安神宮周辺, 清水寺周辺, 三十三間堂周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
210176,"阪急駅, 大徳寺周辺, 下鴨神社周辺, 平安神宮周辺, 哲学の道周辺, ＪＲ京都駅（新幹線）"
210494,"近鉄駅, 東福寺周辺, 祇園方面, 下鴨神社周辺, 京阪駅"
10004,"京都市内の宿泊施設, 清水寺周辺, 京都市内の宿泊施設"
100116,"ＪＲ京都駅（新幹線）, 宝ヶ池方面, 祇園方面, 清水寺周辺, 不明"
40525,None
50143,"京都市内の宿泊施設, 哲学の道周辺, 銀閣寺周辺, 平安神宮周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
160054,"京都市内の宿泊施設, 京都駅周辺, 御所周辺, 具体的な地名, 京都駅周辺, ＪＲ京都駅（新幹線）"
240201,"京都市内の宿泊施設, 清水寺周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
170254,None
20079,"名神京都東インター, 嵐山方面, 二条城周辺, 京都駅周辺, 不明"
270481,None
50469,"ＪＲ京都駅（在来線）, 大原・八瀬方面, 修学院・詩仙堂周辺, 哲学の道周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
230375,"京都市内の宿泊施設, 高雄方面, 高雄方面, 高雄方面, 嵯峨野方面, 嵯峨野方面, 嵐山方面, 嵐山方面, ＪＲ京都駅（新幹線）"
80090,"ＪＲ京都駅（新幹線）, 哲学の道周辺, 銀閣寺周辺, 祇園方面, ＪＲ京都駅（新幹線）"
110422,"名神京都南インター, 京都駅周辺, 大原・八瀬方面, 国道１号大津方面"
230383,"ＪＲ京都駅（新幹線）, 高雄方面, 嵯峨野方面, 清水寺周辺, 不明"
250215,"国道１号大津方面, 御所周辺, 東寺周辺, 祇園方面, 東福寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
170441,"近鉄駅, 京都駅周辺, 近鉄駅"
200354,"ＪＲ京都駅（新幹線）, 北山通周辺, 上賀茂神社周辺, 北山通周辺, 宝ヶ池方面, 北山通周辺, 祇園方面, 河原町・新京極方面, 阪急駅"
60219,"ＪＲ京都駅（在来線）, 二条城周辺, 河原町・新京極方面, 祇園方面, ＪＲ京都駅（新幹線）"
170481,"京都市内の宿泊施設, 祇園方面, 祇園方面, 京都駅周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
40411,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
311101,"ＪＲ京都駅（在来線）, 京都駅周辺, ＪＲ京都駅（在来線）"
170358,"ＪＲ京都駅（在来線）, 京都駅周辺, ＪＲ京都駅（在来線）"
300777,"京都市内の宿泊施設, 三十三間堂周辺, 清水寺周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
210282,"京都市内の宿泊施設, 鞍馬方面, 修学院・詩仙堂周辺, 京都市内の宿泊施設"
10891,"京都市内の宿泊施設, 大原・八瀬方面, 修学院・詩仙堂周辺, 修学院・詩仙堂周辺, 哲学の道周辺, 哲学の道周辺, 清水寺周辺, 不明"
230034,"京都市内の宿泊施設, 高雄方面, 嵯峨野方面, 嵐山方面, ＪＲ京都駅（新幹線）"
190077,"近鉄駅, 東寺周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
230447,"京阪駅, 高雄方面, 衣笠・御室方面, 北野天満宮周辺, 京阪駅"
60380,"京都市内の宿泊施設, 伏見稲荷大社周辺, 東福寺周辺, 京都駅周辺, 二条城周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
20358,"阪急駅, 嵐山方面, 阪急駅"
300242,"ＪＲ京都駅（新幹線）, 大原・八瀬方面, 鞍馬方面, 京都市内の宿泊施設, 不明"
120425,"阪急駅, 大徳寺周辺, 金閣寺周辺, 衣笠・御室方面, 河原町・新京極方面, 阪急駅"
320031,"ＪＲ京都駅（新幹線）, 二条城周辺, 祇園方面, 三十三間堂周辺, 東寺周辺, 京都駅周辺, 嵯峨野方面, 北野天満宮周辺, ＪＲ京都駅（新幹線）"
200434,"京都市内の自宅・知人宅, 不明"
60376,None
30026,"その他ＪＲ駅, 平安神宮周辺, 祇園方面, 清水寺周辺, 不明"
310362,"京阪駅, 哲学の道周辺, 東福寺周辺, ＪＲ京都駅（新幹線）"
160490,"名神京都東インター, 京都駅周辺, 名神京都東インター"
180482,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
200399,None
150079,"ＪＲ京都駅（新幹線）, 鞍馬方面, 修学院・詩仙堂周辺, 祇園方面, ＪＲ京都駅（新幹線）"
30296,"国道９号亀岡方面, 哲学の道周辺, 哲学の道周辺, 哲学の道周辺, 河原町・新京極方面, 名神京都南インター"
270348,None
150120,"国道１号大津方面, 大原・八瀬方面, 下鴨神社周辺, 鞍馬方面, 金閣寺周辺, 国道１号大津方面"
120211,"京都市内の自宅・知人宅, 衣笠・御室方面, ＪＲ京都駅（新幹線）"
230398,"ＪＲ京都駅（在来線）, 高雄方面, 高雄方面, 高雄方面, ＪＲ京都駅（在来線）"
100096,"不明, 嵐山方面, 嵐山方面, 東福寺周辺, 北野天満宮周辺, 嵯峨野方面, 祇園方面, 京都駅周辺, 不明"
200153,"京都市内の宿泊施設, 上賀茂神社周辺, 二条城周辺, 京都駅周辺"
40236,"京都市内の自宅・知人宅, 北野天満宮周辺, 金閣寺周辺, 京都駅周辺, 名神京都東インター"
300698,"ＪＲ京都駅（在来線）, 河原町・新京極方面, 祇園方面, ＪＲ京都駅（在来線）"
160106,"ＪＲ京都駅（新幹線）, 清水寺周辺, 祇園方面, 平安神宮周辺, 河原町・新京極方面, 二条駅周辺, 京都駅周辺, 東寺周辺, 不明"
250281,None
80275,"京都市内の宿泊施設, 河原町・新京極方面, 哲学の道周辺, 祇園方面, 不明"
50071,"ＪＲ京都駅（在来線）, 銀閣寺周辺, 哲学の道周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
290247,"ＪＲ京都駅（新幹線）, 河原町・新京極方面, 祇園方面, 祇園方面, 京都市内の宿泊施設"
180442,"京阪駅, 修学院・詩仙堂周辺, 東福寺周辺, 東寺周辺, 醍醐寺周辺, 京阪駅"
180161,"ＪＲ京都駅（新幹線）, 東福寺周辺, 醍醐寺周辺, 具体的な地名, 河原町・新京極方面, 京都市内の宿泊施設"
120394,"近鉄駅, 衣笠・御室方面, 二条城周辺, 河原町・新京極方面, 近鉄駅"
90239,"京都市内の宿泊施設, 河原町・新京極方面, 東福寺周辺, 三十三間堂周辺, 清水寺周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
20340,"名神京都南インター, 嵯峨野方面, 嵐山方面, 名神京都南インター"
120317,"近鉄駅, 高雄方面, 衣笠・御室方面, 大徳寺周辺, 近鉄駅"
300317,"京都市内の宿泊施設, 大原・八瀬方面, 哲学の道周辺, 京都駅周辺, 不明"
180494,"ＪＲ京都駅（新幹線）, 哲学の道周辺, 醍醐寺周辺, ＪＲ京都駅（在来線）"
100099,"京都市内の宿泊施設, 嵐山方面, 嵯峨野方面, 衣笠・御室方面, 金閣寺周辺, ＪＲ京都駅（新幹線）"
190280,"ＪＲ京都駅（新幹線）, 東寺周辺, 京都市内の自宅・知人宅"
130102,"京都市内の宿泊施設, 衣笠・御室方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
20285,"京阪駅, 嵐山方面, 嵯峨野方面, 嵐山方面, 京阪駅"
170204,"ＪＲ京都駅（新幹線）, 東福寺周辺, 京都駅周辺, 清水寺周辺, 祇園方面, 嵐山方面, 高雄方面, 不明"
20839,"京都市営地下鉄の駅, 御所周辺, 鞍馬方面, 銀閣寺周辺, 哲学の道周辺, 河原町・新京極方面, ＪＲ京都駅（在来線）"
130395,"京都市内の自宅・知人宅, 河原町・新京極方面, 衣笠・御室方面, 河原町・新京極方面, 京都市内の自宅・知人宅"
30384,"近鉄駅, 哲学の道周辺, 平安神宮周辺, 祇園方面, 三十三間堂周辺, 近鉄駅"
120396,"近鉄駅, 衣笠・御室方面, 衣笠・御室方面, 二条城周辺, 祇園方面, 近鉄駅"
180221,"京都市内の自宅・知人宅, 具体的な地名, 具体的な地名, 具体的な地名, 醍醐寺周辺, 具体的な地名, 京都駅周辺, ＪＲ京都駅（新幹線）"
20352,None
120323,"ＪＲ京都駅（在来線）, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 花園方面, 東福寺周辺, 不明"
40541,"名神京都東インター, 光悦寺周辺, 金閣寺周辺, 衣笠・御室方面, 光悦寺周辺"
180456,"京都市内の宿泊施設, 東福寺周辺, 河原町・新京極方面, 醍醐寺周辺, ＪＲ京都駅（新幹線）"
10853,None
170138,"ＪＲ京都駅（在来線）, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面, 京都駅周辺, 京都駅周辺, 京都駅周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
10046,"京都市内の宿泊施設, 清水寺周辺, 名神京都南インター"
200469,"ＪＲ京都駅（新幹線）, 上賀茂神社周辺, ＪＲ京都駅（新幹線）"
170311,"近鉄駅, 京都駅周辺, 三十三間堂周辺, 清水寺周辺, 祇園方面, 京都駅周辺, 近鉄駅"
80266,"京都市内の宿泊施設, 不明"
30106,"京都市内の宿泊施設, 哲学の道周辺, 金閣寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
50114,"京都市内の宿泊施設, 銀閣寺周辺, 哲学の道周辺, 二条城周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
180375,None
180175,"国道１号大津方面, 醍醐寺周辺, 国道24号宇治奈良方面"
50048,"名神京都東インター, 哲学の道周辺, 嵐山方面, 具体的な地名, 名神京都南インター"
40471,"京都市内の宿泊施設, 京都駅周辺, 金閣寺周辺, 光悦寺周辺, 衣笠・御室方面, 北山通周辺, 京都市内の宿泊施設"
120047,"京都市内の自宅・知人宅, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 北野天満宮周辺, 銀閣寺周辺, ＪＲ京都駅（新幹線）"
40425,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 花園方面, 嵐山方面, ＪＲ京都駅（新幹線）"
300610,"京都市内の宿泊施設, 清水寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
180282,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 京都駅周辺, 東福寺周辺, 伏見稲荷大社周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
110392,"名神京都南インター, 具体的な地名, 大原・八瀬方面, 具体的な地名, 名神京都南インター"
270129,"京都市内の宿泊施設, 京都市内の宿泊施設"
180356,"阪急駅, 醍醐寺周辺, 祇園方面, 阪急駅"
170443,"近鉄駅, 京都駅周辺, 不明"
180109,"その他ＪＲ駅, 醍醐寺周辺, 河原町・新京極方面, ＪＲ京都駅（在来線）"
30232,"名神京都南インター, 松尾大社周辺, 具体的な地名, 平安神宮周辺, 河原町・新京極方面, 具体的な地名, 名神京都東インター"
210415,"京阪駅, 鞍馬方面, 下鴨神社周辺, 京阪駅"
20099,"名神京都南インター, 嵐山方面, 名神京都南インター"
170308,"ＪＲ京都駅（在来線）, 東寺周辺, 京都駅周辺, 東福寺周辺, 三十三間堂周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
170361,"ＪＲ京都駅（在来線）, 京都駅周辺, 大徳寺周辺, ＪＲ京都駅（在来線）"
20289,"ＪＲ京都駅（新幹線）, 嵐山方面, ＪＲ京都駅（新幹線）"
311559,"ＪＲ京都駅（新幹線）, 清水寺周辺, 清水寺周辺, 三十三間堂周辺, ＪＲ京都駅（新幹線）"
210452,"京都市内の自宅・知人宅, 大原・八瀬方面, 下鴨神社周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
230128,"京都市内の宿泊施設, 高雄方面, 高雄方面, 清水寺周辺, 不明"
120474,"嵐山方面, 嵐山方面, 衣笠・御室方面, 金閣寺周辺, 京都駅周辺"
230021,"名神京都南インター, 高雄方面, 銀閣寺周辺, 国道１号大津方面"
40627,"京都市内の自宅・知人宅, 金閣寺周辺, 衣笠・御室方面, 花園方面, 河原町・新京極方面, 京都市内の自宅・知人宅"
40399,"近鉄駅, 高雄方面, 衣笠・御室方面, 金閣寺周辺, 京都市内の宿泊施設"
210274,None
350583,"京都市内の宿泊施設, 嵐山方面, 京都駅周辺, 不明"
330237,"ＪＲ京都駅（新幹線）, 鞍馬方面, 鞍馬方面, 河原町・新京極方面, 不明"
180380,"阪急駅, 嵐山方面, 嵯峨野方面, 金閣寺周辺, 醍醐寺周辺, 哲学の道周辺, 清水寺周辺, 河原町・新京極方面, 阪急駅"
311214,"京都市内の宿泊施設, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
20770,"阪急駅, 嵐山方面, 阪急駅"
200361,"京都市内の宿泊施設, 嵐山方面, 東福寺周辺, 京都市内の宿泊施設"
40403,"京都市内の宿泊施設, ＪＲ京都駅（在来線）, 金閣寺周辺, 衣笠・御室方面, 大徳寺周辺, 東寺周辺, ＪＲ京都駅（在来線）, ＪＲ京都駅（新幹線）"
110257,None
180349,"ＪＲ京都駅（在来線）, 醍醐寺周辺, その他ＪＲ駅"
200360,"京都市内の宿泊施設, 大徳寺周辺, 上賀茂神社周辺, ＪＲ京都駅（新幹線）"
160369,"京都市内の宿泊施設, 東福寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
320176,"京都市内の自宅・知人宅, 二条駅周辺, 京都市内の自宅・知人宅"
330032,"ＪＲ京都駅（在来線）, 下鴨神社周辺, 東福寺周辺, その他ＪＲ駅"
70337,"阪急駅, 河原町・新京極方面, 御所周辺, 哲学の道周辺, 祇園方面, 阪急駅"
130050,"阪急駅, 衣笠・御室方面, 阪急駅"
240015,"京都市内の宿泊施設, 清水寺周辺, 祇園方面, 河原町・新京極方面, 阪急駅"
130432,"ＪＲ京都駅（新幹線）, 清水寺周辺, 銀閣寺周辺, 金閣寺周辺, 花園方面, ＪＲ京都駅（新幹線）"
180134,"名神京都東インター, 醍醐寺周辺, 名神京都東インター"
40450,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 花園方面, 京都市内の宿泊施設"
40417,"名神京都東インター, 清水寺周辺, 金閣寺周辺, 衣笠・御室方面, 花園方面, 東福寺周辺, 名神京都東インター"
210473,"京都市営地下鉄の駅, 北山通周辺, 下鴨神社周辺, 哲学の道周辺, 平安神宮周辺, 京阪駅"
110212,"ＪＲ京都駅（新幹線）, 大原・八瀬方面, 京都駅周辺, 京都市内の宿泊施設"
160046,"その他ＪＲ駅, 東福寺周辺, 京都市内の宿泊施設"
60031,"名神京都東インター, 京都駅周辺, 二条城周辺, 御所周辺, 河原町・新京極方面, 祇園方面, 清水寺周辺, 京都市内の宿泊施設"
300560,"名神京都南インター, 伏見周辺, 衣笠・御室方面, 北野天満宮周辺, 平安神宮周辺, 御所周辺, 京都駅周辺, 二条城周辺, 国道１号大津方面"
120353,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 太秦方面, 京都駅周辺, 不明"
311466,"京都市内の宿泊施設, 大原・八瀬方面, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
210424,"ＪＲ京都駅（新幹線）, 下鴨神社周辺, 平安神宮周辺, 哲学の道周辺, 祇園方面, ＪＲ京都駅（新幹線）"
20714,"京都市内の宿泊施設, 嵐山方面, 嵯峨野方面, 太秦方面, 京都駅周辺, ＪＲ京都駅（在来線）"
210489,"ＪＲ京都駅（新幹線）, 北野天満宮周辺, 下鴨神社周辺, 北野天満宮周辺, 銀閣寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
250080,"京都市内の自宅・知人宅, 祇園方面, 清水寺周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
170381,"不明, 東寺周辺, 京都駅周辺, 二条城周辺, 哲学の道周辺, 京都市営地下鉄の駅"
50494,"国道367号途中方面, 大原・八瀬方面, 銀閣寺周辺, 祇園方面, 祇園方面, 祇園方面, 祇園方面, 京都市内の宿泊施設"
210331,"京都市内の宿泊施設, 下鴨神社周辺, 御所周辺, 大徳寺周辺, 嵐山方面, ＪＲ京都駅（新幹線）"
210166,"修学院・詩仙堂周辺, 宝ヶ池方面, ＪＲ京都駅（在来線）, 金閣寺周辺, 北山通周辺, その他京都市境の道路"
260313,"ＪＲ京都駅（在来線）, 伏見稲荷大社周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（在来線）"
210037,"京都市内の宿泊施設, 下鴨神社周辺, 哲学の道周辺, 河原町・新京極方面, ＪＲ京都駅（在来線）"
270392,"名神京都南インター, 高雄方面, 大原・八瀬方面, 具体的な地名, 東福寺周辺, 名神京都南インター"
190363,"ＪＲ京都駅（在来線）, 三十三間堂周辺, 京都駅周辺, 東寺周辺, ＪＲ京都駅（新幹線）"
20664,"名神京都南インター, 衣笠・御室方面, 嵐山方面, 東福寺周辺, 衣笠・御室方面, 名神京都東インター"
190194,"ＪＲ京都駅（在来線）, 東寺周辺, 河原町・新京極方面, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（在来線）"
230247,"国道24号宇治奈良方面, 高雄方面, 京都市内の宿泊施設"
290109,None
311301,"京都市内の宿泊施設, 太秦方面, 金閣寺周辺, ＪＲ京都駅（新幹線）"
310766,"ＪＲ京都駅（新幹線）, 東福寺周辺, 京都駅周辺, 清水寺周辺, 祇園方面, 京都市内の宿泊施設"
40610,None
200057,"京都市内の宿泊施設, 上賀茂神社周辺, 鞍馬方面, 大原・八瀬方面, 京都市内の宿泊施設"
350144,"京都市内の宿泊施設, ＪＲ京都駅（新幹線）, 太秦方面, 嵐山方面, ＪＲ京都駅（新幹線）, 不明"
330249,"ＪＲ京都駅（在来線）, 大原・八瀬方面, 伏見周辺, 河原町・新京極方面, 祇園方面, 河原町・新京極方面"
50147,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 哲学の道周辺, 清水寺周辺, 祇園方面, 河原町・新京極方面, 近鉄駅"
200463,"京阪駅, 下鴨神社周辺, 上賀茂神社周辺, 河原町・新京極方面, 河原町・新京極方面"
90329,"ＪＲ京都駅（新幹線）, 京都駅周辺, 三十三間堂周辺, 清水寺周辺, 京都市内の宿泊施設"
310072,"ＪＲ京都駅（在来線）, 哲学の道周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
190171,"近鉄駅, 東寺周辺, 京都駅周辺, 二条城周辺, 祇園方面"
50340,None
180481,"ＪＲ京都駅（新幹線）, 嵯峨野方面, 嵐山方面, 醍醐寺周辺, 二条城周辺, 具体的な地名, 祇園方面, 哲学の道周辺, ＪＲ京都駅（新幹線）"
60003,"京都市内の宿泊施設, 清水寺周辺, 二条駅周辺, 三十三間堂周辺, ＪＲ京都駅（新幹線）"
10032,"京都市内の宿泊施設, 清水寺周辺, 祇園方面, 京都市内の宿泊施設"
270037,None
120232,"京都市内の自宅・知人宅, 衣笠・御室方面, 京都市内の自宅・知人宅"
80019,"京都市内の宿泊施設, 哲学の道周辺, 哲学の道周辺, 祇園方面, 祇園方面, 河原町・新京極方面, 京都市営地下鉄の駅"
170393,"ＪＲ京都駅（新幹線）, 京都駅周辺, 京都駅周辺, 三十三間堂周辺, 清水寺周辺, 三十三間堂周辺"
230096,"不明, 高雄方面, 高雄方面, 高雄方面, 具体的な地名, 具体的な地名, 京都駅周辺, ＪＲ京都駅（在来線）"
20811,"名神京都南インター, 嵐山方面, 不明"
60257,"京都市営地下鉄の駅, 大徳寺周辺, 金閣寺周辺, 二条駅周辺, 京都駅周辺, 清水寺周辺, 京都市営地下鉄の駅"
350434,"京都市内の宿泊施設, 二条駅周辺, 嵐山方面, 不明, 嵐山方面, 京都市内の宿泊施設"
180382,"京都市内の自宅・知人宅, 具体的な地名, 醍醐寺周辺, 上賀茂神社周辺, 下鴨神社周辺, 祇園方面, 清水寺周辺, 京都市内の自宅・知人宅"
250344,"国道１号大津方面, 清水寺周辺, 祇園方面, 国道１号大津方面"
310555,"京都市内の宿泊施設, 河原町・新京極方面, 哲学の道周辺, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
200246,None
100467,"京都市内の宿泊施設, ＪＲ京都駅（在来線）, 高雄方面, 衣笠・御室方面, 嵐山方面, 具体的な地名, 嵐山方面, 嵯峨野方面, 京都市内の宿泊施設"
100498,"京都市内の宿泊施設, 東福寺周辺, 嵐山方面, 嵯峨野方面, 平安神宮周辺, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
330037,"京都市内の自宅・知人宅, 下鴨神社周辺, 御所周辺, 不明"
210446,"阪急駅, 下鴨神社周辺, 河原町・新京極方面, 京都駅周辺, 阪急駅"
10920,"ＪＲ京都駅（在来線）, 具体的な地名, 清水寺周辺, 修学院・詩仙堂周辺, ＪＲ京都駅（在来線）"
270245,"京都市内の宿泊施設, 伏見稲荷大社周辺, 東福寺周辺, 大原・八瀬方面, 国道367号途中方面"
180352,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 醍醐寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
120098,"京都市内の自宅・知人宅, 清水寺周辺, 祇園方面, 河原町・新京極方面, 二条城周辺, 不明"
230153,"不明, 高雄方面, 不明"
200125,"京都市内の宿泊施設, 二条駅周辺, 修学院・詩仙堂周辺, 下鴨神社周辺, 銀閣寺周辺, 清水寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
130332,"ＪＲ京都駅（新幹線）, 衣笠・御室方面, ＪＲ京都駅（新幹線）"
130271,"ＪＲ京都駅（新幹線）, 高雄方面, 衣笠・御室方面, ＪＲ京都駅（新幹線）"
100457,"京都市内の宿泊施設, 平安神宮周辺, 哲学の道周辺, 祇園方面, 金閣寺周辺, 平安神宮周辺, 嵯峨野方面, 不明"
20795,"ＪＲ京都駅（新幹線）, 祇園方面, 清水寺周辺, 祇園方面, 哲学の道周辺, 嵐山方面"
190401,"阪急駅, 阪急駅, 京都駅周辺, 東寺周辺, 京都駅周辺, 平安神宮周辺, 河原町・新京極方面, 阪急駅"
200401,None
280252,"具体的な地名, 東寺周辺, 清水寺周辺, 具体的な地名, 祇園方面, 河原町・新京極方面, 具体的な地名"
350746,"ＪＲ京都駅（新幹線）, 嵐山方面, 衣笠・御室方面, 哲学の道周辺"
250396,None
130018,"京阪駅, 鞍馬方面, 宝ヶ池方面, 衣笠・御室方面, 京都市内の宿泊施設"
311270,"京都市内の宿泊施設, 二条城周辺, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
40443,"ＪＲ京都駅（在来線）, 衣笠・御室方面, 金閣寺周辺, 北野天満宮周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
200448,"京阪駅, 下鴨神社周辺, 上賀茂神社周辺, 北山通周辺, 下鴨神社周辺, 京阪駅"
250336,"嵐山方面, 不明"
210468,"京阪駅, 下鴨神社周辺, 鞍馬方面, 河原町・新京極方面, 京阪駅"
220199,"京都市内の宿泊施設, 松尾大社周辺, 桂離宮周辺, 東福寺周辺, 祇園方面, 京都駅周辺"
220098,"ＪＲ京都駅（新幹線）, 松尾大社周辺, 嵐山方面, 大原・八瀬方面, 河原町・新京極方面, 清水寺周辺, 祇園方面, 京都市内の宿泊施設"
240268,"京阪駅, 清水寺周辺, 祇園方面, 平安神宮周辺, 京阪駅"
120499,"京都市内の自宅・知人宅, 衣笠・御室方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
20448,None
180075,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 京都駅周辺, 東寺周辺, 河原町・新京極方面, 京都市内の宿泊施設"
200303,"近鉄駅, 銀閣寺周辺, 哲学の道周辺, 上賀茂神社周辺, 河原町・新京極方面, 近鉄駅"
30043,"その他ＪＲ駅, 平安神宮周辺, 河原町・新京極方面, 哲学の道周辺, ＪＲ京都駅（在来線）"
200430,"国道171号神戸方面, 高雄方面, 上賀茂神社周辺, 城南宮周辺"
10672,"京阪駅, 清水寺周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
100115,"ＪＲ京都駅（新幹線）, 嵐山方面, 嵯峨野方面, 高雄方面, 北野天満宮周辺, 河原町・新京極方面, 祇園方面, 京都市内の宿泊施設"
60476,"京都市内の宿泊施設, 高雄方面, 具体的な地名, 二条城周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
190225,"ＪＲ京都駅（新幹線）, 大徳寺周辺, 東寺周辺, 嵐山方面, 京都市内の宿泊施設"
20164,"京都市内の宿泊施設, 京都駅周辺, 嵐山方面, 嵯峨野方面, ＪＲ京都駅（在来線）, ＪＲ京都駅（新幹線）"
310337,"ＪＲ京都駅（在来線）, 清水寺周辺, 京都駅周辺, 嵐山方面, 嵐山方面, 京都市内の宿泊施設"
120428,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 嵯峨野方面, ＪＲ京都駅（新幹線）"
170044,"ＪＲ京都駅（新幹線）, 京都駅周辺, 清水寺周辺, 祇園方面, 哲学の道周辺, 国道171号神戸方面"
230217,"名神京都南インター, 高雄方面, 嵐山方面, 名神京都南インター"
170091,"ＪＲ京都駅（新幹線）, 京都駅周辺, 清水寺周辺, 祇園方面, 哲学の道周辺, 国道171号神戸方面"
170047,"ＪＲ京都駅（新幹線）, 京都駅周辺, 清水寺周辺, 祇園方面, 哲学の道周辺, 国道171号神戸方面"
180259,"その他ＪＲ駅, 具体的な地名, 醍醐寺周辺, その他ＪＲ駅"
200407,"その他ＪＲ駅, 北野天満宮周辺, 上賀茂神社周辺, 下鴨神社周辺, 祇園方面, その他ＪＲ駅"
200324,"京都市内の宿泊施設, 金閣寺周辺, 光悦寺周辺, 上賀茂神社周辺, 修学院・詩仙堂周辺, 河原町・新京極方面, 清水寺周辺, 京都市内の宿泊施設"
130394,None
130421,"京都市内の宿泊施設, 京都市内の宿泊施設"
20633,"名神京都南インター, 清水寺周辺, 嵐山方面, 嵯峨野方面, 哲学の道周辺, 銀閣寺周辺, 名神京都東インター"
230489,"ＪＲ京都駅（新幹線）, 具体的な地名, 具体的な地名, 平安神宮周辺, 京都市内の宿泊施設"
40512,"名神京都東インター, 哲学の道周辺, 北野天満宮周辺, 金閣寺周辺, 衣笠・御室方面, 京都駅周辺, 東福寺周辺, 阪急駅"
170469,"国道１号大阪方面, 清水寺周辺, 京都駅周辺, 衣笠・御室方面, 国道１号大阪方面"
100073,None
10841,"名神京都東インター, 清水寺周辺, 祇園方面, 京都市内の宿泊施設"
310809,"ＪＲ京都駅（新幹線）, 東福寺周辺, ＪＲ京都駅（新幹線）"
40629,"ＪＲ京都駅（在来線）, 金閣寺周辺, 祇園方面, 清水寺周辺, ＪＲ京都駅（在来線）"
50582,"京都市内の宿泊施設, 大原・八瀬方面, 銀閣寺周辺, 名神京都南インター"
